"","kgut","GFR_base","eta_ptKreab_base","eta_LoHKreab","eta_ptKreab_highK","dtKsec_eq","A_dtKsec","B_dtKsec","alpha_TGF","A_cdKreab","ALD_eq","m_K_ALDO","FF","A_insulin","alpha_al","beta_al"
"1",2.31504286524258,-0.708470149867236,1.8224803513126,1.4251622222331,1.72122977665212,-4.76182730704961,-4.3102514683674,-2.05636173984856,-0.15786131980095,4.9409819720036,-1.18128134450548,-0.697591027002342,-2.46863161023996,2.34436099115248,0.0199573190588698,-0.080373584100441
"2",0.412586535185349,-0.930373315390298,0.18808088659481,0.902263740342,2.08663329000292,-4.08581191574208,-1.41651360774029,-2.81694503032352,1.33330036665309,5.71459750542925,-2.07815604849996,-3.38189490990187,-4.09295865456571,0.909600730524347,-0.685939908631529,-1.0086658120171
"3",3.89973222622961,-0.495819045928725,0.644141277915752,0.165982594884617,0.417743078799542,-2.14345346253608,-2.46062963784399,-4.83900301664604,-0.223974502667016,6.0825729228179,-1.05397699796842,0.601015489522631,-2.72050606866224,1.25535580850443,-0.380027647017423,-0.205885801571141
"4",0.598393710882995,-0.728791557477054,1.04667745594963,0.885467048925307,2.00266879579941,-1.39134490872293,-2.39008084138275,-1.98705277202183,-0.316254999895657,4.56101056666749,-1.08012950164215,0.088478595009708,-2.94995981771653,0.714290380590644,0.0454736774117556,-0.778641538194186
"5",3.79336711465824,-0.265412476173553,0.168876377163524,0.56423588129532,1.57374405398506,-2.83051483552952,-3.6326511957809,-4.41183244263733,-0.030377480857025,6.39215574704547,-1.29756937262592,-5.3673657405695,-4.94410498097261,1.01236689999882,-0.239212631664249,-0.0598240348982797
"6",1.15752380195187,-1.38948805018192,1.0423681655187,0.226930358891201,2.25189077841835,-1.09710923664745,-3.21670701249464,-1.3166839934257,0.259648300802621,3.87503756047857,-1.06642171530774,-1.23607853175523,-1.78486499568515,0.923720091750481,-0.662696252109664,0.0149794395010717
"7",1.60963245460676,-0.120270173902002,0.417909652039787,0.883703802125994,2.1884316833296,-3.94712683032794,-0.240083518549647,-1.25439909778615,0.121347846300422,0.940256601566737,-0.783588381167546,-5.24161170372259,-2.49132012654513,0.49718916702642,-0.325698411355331,-1.62477751843265
"8",2.28777428000444,-0.618704442728195,0.134475356464148,0.246988224264952,1.79751286972032,-2.6236577029447,-3.78900830500652,-3.29929773230424,-0.140691713616369,6.13522681805579,-1.18581631584048,0.519841821855367,-1.67913845625224,0.548042262980439,-0.445839644815947,-1.03237497623813
"9",2.66816784664708,-0.752484772760734,1.66279821681335,0.844427682518242,2.58954256537877,-1.3697673206945,-4.15476825854317,-3.59749931964144,-0.115907349363456,4.10313236860356,-1.3076640246685,-1.28299530277819,-3.30885580993331,0.775536678913048,-0.496221206045523,-0.325788002593915
"10",2.92990318139655,-0.427112188331835,0.619982198060038,1.13997513095563,2.50707538064072,-4.47076350548772,-7.6941087974727,-2.90021345037062,0,7.12086865887295,-1.12935843021976,-1.35962881307283,-2.86501382187841,0.714102048615043,0.0592587266267897,-1.31088860024246
"11",0.681916428842565,-0.568318683253509,0.776605444024905,1.14781215009875,5.12761006996369,-3.00242394298608,-2.562919486182,-3.33055897469787,-0.362942775064032,4.29012355285765,-1.10561072979584,-6.01582596717397,-2.35114368922402,1.48548898335408,-0.384877116061461,-0.227582365346257
"12",3.9773931406193,-0.468396902566304,0.092219388424407,0.78470764829532,1.28504995643828,-3.02262879732408,-2.49858431645091,-2.85150942671231,0.0921223607246693,5.82106591652105,-1.44681964788488,0.594672827614072,-1.5778015699319,1.24911404878991,0.076969576047639,0.0687747502775082
"13",1.5068825423053,-0.321656571522151,0.417445618547391,0.750174813066176,2.97032953751322,-1.34249949329373,-2.13357623515328,-5.46864891823434,-0.107926717737509,8.08722244003063,-2.56831053205278,-2.71844679954225,-3.31818971236618,1.15440885621783,-0.665934456900727,-0.63444006503764
"14",2.69779990902333,-0.824773463310751,0.893545385033095,0.788740546924671,2.02872431618506,-3.37449914564257,-3.28694005283298,-5.14895119333565,-0.322254476760303,4.52625248936954,-0.934554310980961,1.41073665129083,-2.65742457782916,1.21648696051414,-0.512947065917376,0.00134756399017579
"15",4.75388250418701,-0.955090493311184,0.224229333454264,1.12868302823675,1.94906055658019,-3.8450096438971,-4.07744491720926,-6.1347733152397,-0.208967973390385,5.70605904968963,-0.988305474815549,-2.84254547787196,-3.70088687280258,1.64691699360563,-0.271343642287702,-0.151566259136064
"16",1.86888675195525,-0.70626042561146,0.691532130104241,0.963579958393425,1.50318200248409,-4.28370236831799,-5.73116258661231,-5.38064139051836,-0.0624332124171592,5.34448249322013,-1.79211851063409,1.23139721586032,-3.22756159055145,0.77451857930659,-0.127365614909428,-0.0987056310437808
"17",5.2254809604106,-0.572619218344734,2.47421388530529,1.91796735778046,4.4270662560788,-1.25313995270275,-1.80075067078307,-6.68593740316805,-0.265315467387656,8.34266151610085,-3.40921870346384,-4.13725636666372,-3.2998582023294,1.06284690826426,-0.684158641234333,-1.40543066001684
"18",6.73417814370307,-0.53084054000347,0.234723553486078,0.51067073917798,1.3820539709068,-1.01739508671791,-2.56083417044692,-0.978639972801554,-0.0180855761160606,3.21881836354839,-1.95437468071867,1.67283354670722,-3.54987434495278,0.586911088144186,-0.404836731598682,-0.000162117528829331
"19",0.910738229179842,-0.23170389180769,0.112511386749583,0.363966355129518,0.397620948652637,-1.12787077972516,-2.0475164114654,-2.79426891062874,0.0345572870567006,10.1112853585238,-1.24465379003689,-2.60820114881746,-1.78475018736738,0.660692265157148,-0.455270592228172,-1.14818084958173
"20",1.96659042496165,-0.486944395767862,0.383971746878283,0.344741081147489,1.56832326591962,-3.65269625296375,-2.79169484551673,-2.2985341766893,0.113153558066832,6.13199875285792,-1.7034228044057,-4.16701454568789,-0.626721648831964,0.676306297952371,-0.370679325927957,-0.86811793033781
"21",3.97085002775215,-0.183869652872329,0.0969993207346512,0.303248677335924,1.2586561119054,-0.697433688487721,-3.07290404646029,-1.67423997153141,-0.0419260309930294,3.31673791343052,-1.42073744392816,-0.732024119709559,-2.35660952295241,0.0268120635919534,-0.437019835427307,-1.30209643736955
"22",3.80868076188379,-0.5265717658332,0.915494938333128,0.57909644707096,1.05351072275099,-6.73682965274417,-6.81253758834181,-4.7422574938184,0.188355714390939,5.43753530932784,-1.3476312950962,-1.15714914985768,-2.55385190872267,1.32124446167736,0.262265634638815,-0.227044040247697
